Job Title,Job Description,Platform,OnSite/Remote/Hybrid,Country,Salary Min,Salary Max,Candidates,Company,Selected_for_interview,Rejected,Hired,Started,Role_start_date,Candidate_start_date,Started Salary,Currency,Over_budget,Recruiter,Hiring Manager,Language required
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Google,Hybrid,Bulgaria,2200,5700,99,Cisco,79,55,24,6,6/21/2024,12/2/2024,3104,BGN,No,Georgi Constantin,George Borisov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",ejobs.ro,Remote,Bulgaria,2200,5700,20,Oracle,16,11,5,1,1/5/2024,9/30/2024,3406,BGN,No,Georgi Dimov,George Dimov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Remote,Romania,4500,9500,69,Intel,55,39,17,4,12/21/2024,12/25/2025,4787,RON,No,Georgi Dimov,George Dimov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Onsite,Romania,5000,10000,51,SAP,41,29,12,3,9/24/2024,12/27/2024,9419,RON,No,Georgi Dumitru,George Dimov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Jobs.bg,Remote,Bulgaria,2200,5700,62,Adobe,50,35,15,4,1/1/2024,2/24/2024,3772,BGN,No,Georgi Georgiev,George Dimov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",ejobs.ro,Remote,Bulgaria,2300,4800,85,Atos,68,48,20,5,4/24/2024,7/24/2024,3011,BGN,No,Georgi Ivanov,George Dumitru,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Jobs.bg,Hybrid,Romania,4500,9500,30,Eviden,24,17,7,2,1/23/2024,11/6/2024,5985,RON,No,Georgi Ivanov,George Dumitru,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Onsite,Romania,4500,9500,61,NTT Data,49,34,15,4,10/14/2024,12/1/2024,6269,RON,No,Georgi Marin,George Ionescu,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Onsite,Romania,4500,9500,5,Accenture,4,3,1,0,7/27/2024,10/9/2024,5031,RON,No,Georgi Nikolov,George Ivanov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",ejobs.ro,Remote,Romania,4500,9500,76,Salesforce,61,43,18,5,1/26/2024,11/27/2024,8478,RON,No,Georgi Nikolov,George Marin,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",LinkedIn,Hybrid,Bulgaria,2300,7500,26,Dell Technologies,21,15,6,2,10/2/2024,11/29/2024,4188,BGN,No,Georgi Popescu,George Marin,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",ejobs.ro,Hybrid,Bulgaria,2200,5700,86,Hewlett Packard,69,48,21,5,8/20/2024,11/22/2024,4398,BGN,No,Georgi Radu,George Nikolov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",LinkedIn,Remote,Bulgaria,2300,7500,48,TCS,38,27,12,3,10/13/2024,11/13/2024,3007,BGN,No,Georgi Stoyanov,George Petrov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Jobs.bg,Onsite,Bulgaria,3000,5000,36,Capgemini,29,20,9,2,5/1/2024,7/3/2024,5780,BGN,Yes,Georgi Stoyanov,George Popescu,English
